Id,Activity Date,Total Steps,Total Distance,Tracker Distance,Logged Activities Distance,Very Active Distance,Moderately Active Distance,Light Active Distance,Sedentary Active Distance,Very Active Minutes,Fairly Active Minutes,Lightly Active Minutes,Sedentary Minutes,Total Active Minutes ,Calories,Check,Check minute totals vs day limits,ID_Date
1503960366,3/25/2016,11004,7.11,7.11,0.00,2.57,0.46,4.07,0.00,33.00,12.00,205.00,804.00,1021.00,1819.00,Keep,Check,1503960366_03/25/2016
1503960366,3/26/2016,17609,11.55,11.55,0.00,6.92,0.73,3.91,0.00,89.00,17.00,274.00,588.00,879.00,2154.00,Keep,Check,1503960366_03/26/2016
1503960366,3/27/2016,12736,8.53,8.53,0.00,4.66,0.16,3.71,0.00,56.00,5.00,268.00,605.00,878.00,1944.00,Keep,Check,1503960366_03/27/2016
1503960366,3/28/2016,13231,8.93,8.93,0.00,3.19,0.79,4.95,0.00,39.00,20.00,224.00,1080.00,1324.00,1932.00,Keep,Check,1503960366_03/28/2016
1503960366,3/29/2016,12041,7.85,7.85,0.00,2.16,1.09,4.61,0.00,28.00,28.00,243.00,763.00,1034.00,1886.00,Keep,Check,1503960366_03/29/2016
1503960366,3/30/2016,10970,7.16,7.16,0.00,2.36,0.51,4.29,0.00,30.00,13.00,223.00,1174.00,1410.00,1820.00,Keep,Check,1503960366_03/30/2016
1503960366,3/31/2016,12256,7.86,7.86,0.00,2.29,0.49,5.04,0.00,33.00,12.00,239.00,820.00,1071.00,1889.00,Keep,Check,1503960366_03/31/2016
1503960366,4/1/2016,12262,7.87,7.87,0.00,3.32,0.83,3.64,0.00,47.00,21.00,200.00,866.00,1087.00,1868.00,Keep,Check,1503960366_04/01/2016
1503960366,4/2/2016,11248,7.25,7.25,0.00,3.00,0.45,3.74,0.00,40.00,11.00,244.00,636.00,891.00,1843.00,Keep,Check,1503960366_04/02/2016
1503960366,4/3/2016,10016,6.37,6.37,0.00,0.91,1.28,4.18,0.00,15.00,30.00,314.00,655.00,999.00,1850.00,Keep,Check,1503960366_04/03/2016
1503960366,4/4/2016,14557,9.80,9.80,0.00,3.39,0.70,5.69,0.00,43.00,18.00,285.00,757.00,1060.00,2030.00,Keep,Check,1503960366_04/04/2016
1503960366,4/5/2016,14844,9.73,9.73,0.00,2.94,0.76,6.04,0.00,36.00,18.00,341.00,736.00,1095.00,2083.00,Keep,Check,1503960366_04/05/2016
1503960366,4/6/2016,11974,7.67,7.67,0.00,2.04,0.48,5.15,0.00,27.00,12.00,228.00,1173.00,1413.00,1861.00,Keep,Check,1503960366_04/06/2016
1503960366,4/7/2016,10198,6.44,6.44,0.00,1.20,0.79,4.45,0.00,17.00,20.00,195.00,1208.00,1423.00,1755.00,Keep,Check,1503960366_04/07/2016
1503960366,4/8/2016,12521,7.94,7.94,0.00,3.31,0.90,3.74,0.00,46.00,22.00,212.00,1160.00,1394.00,1895.00,Keep,Check,1503960366_04/08/2016
1503960366,4/9/2016,12432,8.10,8.10,0.00,2.59,0.59,4.92,0.00,32.00,15.00,248.00,738.00,1001.00,1883.00,Keep,Check,1503960366_04/09/2016
1503960366,4/10/2016,10057,6.98,6.98,0.00,4.00,0.49,2.48,0.00,44.00,13.00,168.00,737.00,918.00,1755.00,Keep,Check,1503960366_04/10/2016
1503960366,4/11/2016,10990,7.26,7.26,0.00,2.04,0.57,4.65,0.00,26.00,14.00,216.00,855.00,1085.00,1811.00,Keep,Check,1503960366_04/11/2016
1503960366,4/12/2016,224,0.14,0.14,0.00,0.00,0.00,0.13,0.00,0.00,0.00,9.00,32.00,41.00,50.00,Keep,OK,1503960366_04/12/2016
1624580081,3/25/2016,1810,1.18,1.18,0.00,0.00,0.00,1.13,0.01,0.00,0.00,121.00,1319.00,1440.00,1373.00,Keep,Check,1624580081_03/25/2016
1624580081,3/26/2016,815,0.53,0.53,0.00,0.00,0.00,0.53,0.00,0.00,0.00,47.00,1393.00,1440.00,1264.00,Keep,Check,1624580081_03/26/2016
1624580081,3/27/2016,1985,1.29,1.29,0.00,0.00,0.00,1.28,0.01,0.00,0.00,112.00,1328.00,1440.00,1350.00,Keep,Check,1624580081_03/27/2016
1624580081,3/28/2016,1905,1.24,1.24,0.00,0.00,0.00,1.24,0.00,0.00,0.00,95.00,1345.00,1440.00,1342.00,Keep,Check,1624580081_03/28/2016
1624580081,3/29/2016,1552,1.01,1.01,0.00,0.00,0.00,1.00,0.00,0.00,0.00,66.00,1374.00,1440.00,1300.00,Keep,Check,1624580081_03/29/2016
1624580081,3/30/2016,1675,1.09,1.09,0.00,0.00,0.00,1.09,0.00,0.00,0.00,84.00,1356.00,1440.00,1313.00,Keep,Check,1624580081_03/30/2016
1624580081,3/31/2016,4506,2.93,2.93,0.00,0.51,0.27,2.15,0.01,7.00,4.00,144.00,1285.00,1433.00,1498.00,Keep,Check,1624580081_03/31/2016
1624580081,4/1/2016,9218,5.99,5.99,0.00,0.00,0.00,5.97,0.01,0.00,0.00,221.00,1219.00,1440.00,1541.00,Keep,Check,1624580081_04/01/2016
1624580081,4/2/2016,1556,1.01,1.01,0.00,0.00,0.00,1.01,0.01,0.00,0.00,88.00,1352.00,1440.00,1327.00,Keep,Check,1624580081_04/02/2016
1624580081,4/3/2016,2910,1.89,1.89,0.00,0.00,0.00,1.88,0.01,0.00,0.00,157.00,1283.00,1440.00,1452.00,Keep,Check,1624580081_04/03/2016
1624580081,4/4/2016,18464,12.00,12.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,270.00,1170.00,1440.00,1574.00,Keep,Check,1624580081_04/04/2016
1624580081,4/5/2016,1335,0.87,0.87,0.00,0.00,0.00,0.87,0.00,0.00,0.00,74.00,1366.00,1440.00,1308.00,Keep,Check,1624580081_04/05/2016
1624580081,4/6/2016,1004,0.65,0.65,0.00,0.00,0.00,0.65,0.00,0.00,0.00,55.00,1385.00,1440.00,1276.00,Keep,Check,1624580081_04/06/2016
1624580081,4/7/2016,1111,0.72,0.72,0.00,0.00,0.00,0.72,0.00,0.00,0.00,54.00,1386.00,1440.00,1278.00,Keep,Check,1624580081_04/07/2016
1624580081,4/8/2016,6344,4.12,4.12,0.00,0.00,0.00,4.10,0.00,0.00,0.00,143.00,1297.00,1440.00,1409.00,Keep,Check,1624580081_04/08/2016
1624580081,4/9/2016,3572,2.32,2.32,0.00,0.00,0.00,2.29,0.03,0.00,0.00,122.00,1318.00,1440.00,1370.00,Keep,Check,1624580081_04/09/2016
1624580081,4/10/2016,3910,2.54,2.54,0.00,0.47,0.25,1.81,0.01,7.00,7.00,186.00,1240.00,1433.00,1555.00,Keep,Check,1624580081_04/10/2016
1624580081,4/11/2016,10000,6.50,6.50,0.00,0.00,0.00,6.50,0.00,0.00,0.00,172.00,1268.00,1440.00,1469.00,Keep,Check,1624580081_04/11/2016
1624580081,4/12/2016,6627,4.31,4.31,0.00,0.00,0.00,4.31,0.00,0.00,0.00,89.00,604.00,693.00,706.00,Keep,OK,1624580081_04/12/2016
1644430081,4/1/2016,4636,3.41,3.41,0.00,0.00,0.78,2.60,0.03,0.00,16.00,586.00,838.00,1440.00,3323.00,Keep,Check,1644430081_04/01/2016
1644430081,4/2/2016,20237,14.71,14.71,0.00,2.57,6.40,5.73,0.01,34.00,141.00,347.00,918.00,1406.00,4029.00,Keep,Check,1644430081_04/02/2016
1644430081,4/3/2016,12912,9.41,9.41,0.00,4.83,0.77,3.79,0.03,59.00,16.00,283.00,1082.00,1381.00,3436.00,Keep,Check,1644430081_04/03/2016
1644430081,4/4/2016,2819,2.05,2.05,0.00,0.31,0.17,1.56,0.01,4.00,4.00,87.00,1345.00,1436.00,2444.00,Keep,Check,1644430081_04/04/2016
1644430081,4/5/2016,9921,7.21,7.21,0.00,0.34,1.52,5.36,0.00,5.00,35.00,219.00,1181.00,1435.00,3098.00,Keep,Check,1644430081_04/05/2016
1644430081,4/6/2016,8046,5.85,5.85,0.00,1.29,2.12,2.45,0.00,18.00,41.00,137.00,1244.00,1422.00,2925.00,Keep,Check,1644430081_04/06/2016
1644430081,4/7/2016,11166,8.12,8.12,0.00,0.21,2.41,5.50,0.00,3.00,58.00,230.00,1149.00,1437.00,3202.00,Keep,Check,1644430081_04/07/2016
1644430081,4/8/2016,7842,5.70,5.70,0.00,0.48,2.41,2.81,0.00,7.00,43.00,161.00,1229.00,1433.00,2928.00,Keep,Check,1644430081_04/08/2016
1644430081,4/9/2016,13840,10.06,10.06,0.00,1.31,3.72,5.03,0.00,18.00,81.00,192.00,1149.00,1422.00,3290.00,Keep,Check,1644430081_04/09/2016
1644430081,4/10/2016,1329,0.97,0.97,0.00,0.00,0.00,0.97,0.00,0.00,0.00,35.00,207.00,242.00,489.00,Keep,OK,1644430081_04/10/2016
1844505072,4/1/2016,6847,4.53,4.53,0.00,0.61,0.37,3.55,0.00,9.00,9.00,251.00,1171.00,1431.00,1969.00,Keep,Check,1844505072_04/01/2016
1844505072,4/2/2016,5367,3.55,3.55,0.00,0.00,0.00,3.55,0.00,0.00,0.00,263.00,1177.00,1440.00,1889.00,Keep,Check,1844505072_04/02/2016
1844505072,4/3/2016,2841,1.88,1.88,0.00,0.00,0.00,1.88,0.00,0.00,0.00,136.00,1114.00,1250.00,1636.00,Keep,Check,1844505072_04/03/2016
1844505072,4/7/2016,6344,4.19,4.19,0.00,0.00,0.00,4.19,0.00,0.00,0.00,290.00,1150.00,1440.00,1965.00,Keep,Check,1844505072_04/07/2016
1844505072,4/8/2016,5316,3.51,3.51,0.00,0.00,0.00,3.51,0.00,0.00,0.00,221.00,1219.00,1440.00,1824.00,Keep,Check,1844505072_04/08/2016
1844505072,4/9/2016,4979,3.29,3.29,0.00,0.00,0.00,3.29,0.00,0.00,0.00,184.00,620.00,804.00,1807.00,Keep,OK,1844505072_04/09/2016
1844505072,4/10/2016,6556,4.34,4.34,0.00,0.00,0.00,4.33,0.00,0.00,0.00,305.00,810.00,1115.00,1971.00,Keep,Check,1844505072_04/10/2016
1844505072,4/11/2016,5430,3.59,3.59,0.00,0.00,0.00,3.59,0.00,0.00,0.00,251.00,1189.00,1440.00,1888.00,Keep,Check,1844505072_04/11/2016
1927972279,4/1/2016,4317,2.99,2.99,0.00,0.00,0.37,2.62,0.00,0.00,11.00,192.00,854.00,1057.00,2590.00,Keep,Check,1927972279_04/01/2016
1927972279,4/2/2016,5662,3.92,3.92,0.00,0.00,0.00,3.92,0.00,0.00,0.00,267.00,858.00,1125.00,2783.00,Keep,Check,1927972279_04/02/2016
1927972279,4/3/2016,3198,2.21,2.21,0.00,0.00,0.00,2.21,0.00,0.00,0.00,146.00,1183.00,1329.00,2449.00,Keep,Check,1927972279_04/03/2016
1927972279,4/4/2016,2352,1.63,1.63,0.00,0.00,0.00,1.63,0.00,0.00,0.00,128.00,829.00,957.00,2380.00,Keep,Check,1927972279_04/04/2016
1927972279,4/5/2016,2234,1.55,1.55,0.00,0.00,0.00,1.55,0.00,0.00,0.00,108.00,912.00,1020.00,2344.00,Keep,Check,1927972279_04/05/2016
1927972279,4/6/2016,1259,0.87,0.87,0.00,0.00,0.00,0.87,0.00,0.00,0.00,73.00,938.00,1011.00,2202.00,Keep,Check,1927972279_04/06/2016
1927972279,4/7/2016,768,0.53,0.53,0.00,0.00,0.00,0.53,0.00,0.00,0.00,43.00,1397.00,1440.00,2130.00,Keep,Check,1927972279_04/07/2016
1927972279,4/8/2016,519,0.36,0.36,0.00,0.00,0.00,0.36,0.00,0.00,0.00,34.00,1406.00,1440.00,2088.00,Keep,Check,1927972279_04/08/2016
1927972279,4/9/2016,2523,1.75,1.75,0.00,0.00,0.37,1.38,0.00,0.00,9.00,134.00,1250.00,1393.00,2443.00,Keep,Check,1927972279_04/09/2016
1927972279,4/10/2016,2105,1.46,1.46,0.00,0.00,0.00,1.46,0.00,0.00,0.00,139.00,805.00,944.00,2442.00,Keep,Check,1927972279_04/10/2016
1927972279,4/11/2016,1209,0.84,0.84,0.00,0.00,0.00,0.84,0.00,0.00,0.00,73.00,842.00,915.00,2255.00,Keep,Check,1927972279_04/11/2016
1927972279,4/12/2016,24,0.02,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00,3.00,161.00,164.00,942.00,Keep,OK,1927972279_04/12/2016
2022484408,4/1/2016,13603,9.60,9.60,0.00,5.46,0.63,3.51,0.00,72.00,16.00,213.00,1139.00,1368.00,2645.00,Keep,Check,2022484408_04/01/2016
2022484408,4/2/2016,5477,3.84,3.84,0.00,0.00,0.00,3.84,0.00,0.00,0.00,237.00,1203.00,1440.00,2040.00,Keep,Check,2022484408_04/02/2016
2022484408,4/3/2016,11144,7.82,7.82,0.00,1.79,0.89,5.14,0.00,25.00,22.00,279.00,1114.00,1415.00,2395.00,Keep,Check,2022484408_04/03/2016
2022484408,4/4/2016,15313,11.00,11.00,0.00,5.02,1.29,4.69,0.00,62.00,19.00,233.00,1126.00,1378.00,2581.00,Keep,Check,2022484408_04/04/2016
2022484408,4/5/2016,10805,7.59,7.59,0.00,0.72,0.98,5.89,0.00,36.00,37.00,298.00,1069.00,1404.00,2735.00,Keep,Check,2022484408_04/05/2016
2022484408,4/6/2016,15392,10.93,10.93,0.00,3.43,1.75,5.75,0.00,47.00,42.00,258.00,1093.00,1393.00,2733.00,Keep,Check,2022484408_04/06/2016
2022484408,4/7/2016,18247,13.83,13.83,0.00,7.11,2.21,4.51,0.00,72.00,62.00,252.00,1054.00,1368.00,3021.00,Keep,Check,2022484408_04/07/2016
2022484408,4/8/2016,13023,9.26,9.26,0.00,3.23,0.56,5.47,0.00,40.00,12.00,296.00,1092.00,1400.00,2577.00,Keep,Check,2022484408_04/08/2016
2022484408,4/9/2016,16267,12.59,12.59,0.00,5.75,0.47,6.37,0.00,44.00,16.00,302.00,1078.00,1396.00,2811.00,Keep,Check,2022484408_04/09/2016
2022484408,4/10/2016,10005,7.02,7.02,0.00,0.08,1.05,5.90,0.00,1.00,23.00,339.00,1077.00,1439.00,2458.00,Keep,Check,2022484408_04/10/2016
2022484408,4/11/2016,10106,7.09,7.09,0.00,1.21,0.56,5.33,0.00,41.00,16.00,272.00,1111.00,1399.00,2568.00,Keep,Check,2022484408_04/11/2016
2022484408,4/12/2016,6717,4.72,4.72,0.00,3.23,0.22,1.27,0.00,41.00,5.00,67.00,551.00,623.00,1140.00,Keep,OK,2022484408_04/12/2016
2026352035,4/1/2016,2605,1.62,1.62,0.00,0.00,0.00,1.62,0.00,0.00,0.00,166.00,729.00,895.00,1407.00,Keep,Check,2026352035_04/01/2016
2026352035,4/2/2016,1229,0.76,0.76,0.00,0.00,0.00,0.76,0.00,0.00,0.00,69.00,795.00,864.00,1237.00,Keep,Check,2026352035_04/02/2016
2026352035,4/3/2016,2308,1.43,1.43,0.00,0.00,0.00,1.43,0.00,0.00,0.00,115.00,720.00,835.00,1330.00,Keep,Check,2026352035_04/03/2016
2026352035,4/4/2016,6679,4.14,4.14,0.00,0.00,0.00,4.14,0.00,0.00,0.00,263.00,644.00,907.00,1583.00,Keep,Check,2026352035_04/04/2016
2026352035,4/5/2016,5645,3.50,3.50,0.00,0.00,0.00,3.50,0.00,0.00,0.00,248.00,621.00,869.00,1538.00,Keep,Check,2026352035_04/05/2016
2026352035,4/6/2016,3180,1.97,1.97,0.00,0.00,0.00,1.97,0.00,0.00,0.00,185.00,738.00,923.00,1421.00,Keep,Check,2026352035_04/06/2016
2026352035,4/7/2016,2767,1.72,1.72,0.00,0.00,0.00,1.72,0.00,0.00,0.00,170.00,673.00,843.00,1392.00,Keep,Check,2026352035_04/07/2016
2026352035,4/8/2016,3762,2.33,2.33,0.00,0.00,0.00,2.33,0.00,0.00,0.00,173.00,719.00,892.00,1425.00,Keep,Check,2026352035_04/08/2016
2026352035,4/9/2016,3098,1.92,1.92,0.00,0.00,0.00,1.92,0.00,0.00,0.00,185.00,700.00,885.00,1413.00,Keep,Check,2026352035_04/09/2016
2026352035,4/10/2016,5142,3.19,3.19,0.00,0.00,0.00,3.19,0.00,0.00,0.00,230.00,654.00,884.00,1515.00,Keep,Check,2026352035_04/10/2016
2026352035,4/11/2016,3279,2.03,2.03,0.00,0.00,0.00,2.03,0.00,0.00,0.00,164.00,694.00,858.00,1405.00,Keep,Check,2026352035_04/11/2016
2026352035,4/12/2016,1019,0.63,0.63,0.00,0.00,0.00,0.63,0.00,0.00,0.00,64.00,223.00,287.00,600.00,Keep,OK,2026352035_04/12/2016
2320127002,4/5/2016,4931,3.32,3.32,0.00,0.00,0.00,3.32,0.00,0.00,0.00,175.00,1265.00,1440.00,1708.00,Keep,Check,2320127002_04/05/2016
2320127002,4/6/2016,6999,4.72,4.72,0.00,0.00,0.00,4.72,0.00,0.00,0.00,320.00,1120.00,1440.00,1950.00,Keep,Check,2320127002_04/06/2016
2320127002,4/7/2016,1846,1.24,1.24,0.00,0.00,0.00,1.24,0.00,0.00,0.00,93.00,1347.00,1440.00,1508.00,Keep,Check,2320127002_04/07/2016
2320127002,4/8/2016,3417,2.30,2.30,0.00,0.00,0.00,2.30,0.00,0.00,0.00,153.00,1287.00,1440.00,1625.00,Keep,Check,2320127002_04/08/2016
2320127002,4/9/2016,4863,3.28,3.28,0.00,0.06,0.42,2.80,0.00,1.00,11.00,208.00,1220.00,1439.00,1772.00,Keep,Check,2320127002_04/09/2016
2320127002,4/10/2016,2277,1.53,1.53,0.00,0.00,0.00,1.53,0.00,0.00,0.00,103.00,1337.00,1440.00,1530.00,Keep,Check,2320127002_04/10/2016
2320127002,4/11/2016,11230,7.67,7.67,0.00,0.89,0.12,6.66,0.00,10.00,2.00,390.00,1038.00,1430.00,2206.00,Keep,Check,2320127002_04/11/2016
2320127002,4/12/2016,2098,1.41,1.41,0.00,0.00,0.00,1.41,0.00,0.00,0.00,69.00,617.00,686.00,790.00,Keep,OK,2320127002_04/12/2016
2347167796,3/29/2016,10272,6.79,6.79,0.00,0.16,3.12,3.50,0.00,2.00,58.00,208.00,700.00,966.00,2041.00,Keep,Check,2347167796_03/29/2016
2347167796,3/30/2016,10533,7.10,7.10,0.00,1.77,2.06,3.27,0.00,21.00,35.00,255.00,615.00,905.00,2187.00,Keep,Check,2347167796_03/30/2016
2347167796,3/31/2016,6760,4.47,4.47,0.00,0.00,0.00,4.47,0.00,0.00,0.00,250.00,613.00,863.00,1929.00,Keep,Check,2347167796_03/31/2016
2347167796,4/1/2016,8328,5.51,5.51,0.00,0.00,2.00,3.50,0.00,0.00,33.00,212.00,804.00,1049.00,1935.00,Keep,Check,2347167796_04/01/2016
2347167796,4/2/2016,15459,10.22,10.22,0.00,3.59,0.81,5.82,0.00,51.00,16.00,327.00,583.00,926.00,2438.00,Keep,Check,2347167796_04/02/2016
2347167796,4/3/2016,7485,4.95,4.95,0.00,0.00,0.00,4.95,0.00,0.00,0.00,324.00,491.00,815.00,2035.00,Keep,OK,2347167796_04/03/2016
2347167796,4/4/2016,10254,6.80,6.80,0.00,1.42,1.23,4.16,0.00,21.00,25.00,231.00,638.00,894.00,2099.00,Keep,Check,2347167796_04/04/2016
2347167796,4/5/2016,10114,6.82,6.82,0.00,1.64,0.48,4.68,0.00,18.00,9.00,269.00,696.00,974.00,2096.00,Keep,Check,2347167796_04/05/2016
2347167796,4/6/2016,11107,7.34,7.34,0.00,0.90,2.76,3.68,0.00,14.00,46.00,196.00,759.00,1001.00,2058.00,Keep,Check,2347167796_04/06/2016
2347167796,4/7/2016,10320,6.85,6.85,0.00,0.68,1.23,4.94,0.00,15.00,32.00,315.00,1002.00,1349.00,2338.00,Keep,Check,2347167796_04/07/2016
2347167796,4/8/2016,10209,6.75,6.75,0.00,0.16,0.35,6.23,0.00,2.00,6.00,316.00,711.00,1033.00,2104.00,Keep,Check,2347167796_04/08/2016
2347167796,4/9/2016,16081,10.63,10.63,0.00,1.25,1.82,7.56,0.00,16.00,32.00,401.00,970.00,1403.00,2488.00,Keep,Check,2347167796_04/09/2016
2347167796,4/10/2016,10078,6.83,6.83,0.00,1.02,0.12,5.69,0.00,12.00,3.00,303.00,463.00,769.00,2164.00,Keep,OK,2347167796_04/10/2016
2347167796,4/11/2016,10001,6.61,6.61,0.00,0.33,2.93,3.36,0.00,5.00,52.00,196.00,788.00,1036.00,2009.00,Keep,Check,2347167796_04/11/2016
2873212765,4/1/2016,890,0.60,0.60,0.00,0.00,0.00,0.60,0.00,0.00,0.00,41.00,1399.00,1440.00,1335.00,Keep,Check,2873212765_04/01/2016
2873212765,4/2/2016,2214,1.49,1.49,0.00,0.00,0.00,1.49,0.00,0.00,0.00,197.00,1243.00,1440.00,1559.00,Keep,Check,2873212765_04/02/2016
2873212765,4/3/2016,7640,5.13,5.13,0.00,0.19,0.80,4.15,0.00,3.00,15.00,315.00,1107.00,1437.00,1845.00,Keep,Check,2873212765_04/03/2016
2873212765,4/4/2016,9713,6.53,6.53,0.00,0.34,0.89,5.29,0.00,6.00,24.00,355.00,1055.00,1434.00,2046.00,Keep,Check,2873212765_04/04/2016
2873212765,4/5/2016,8432,5.67,5.67,0.00,0.00,0.00,5.65,0.01,0.00,0.00,374.00,1066.00,1440.00,1953.00,Keep,Check,2873212765_04/05/2016
2873212765,4/6/2016,7350,4.94,4.94,0.00,0.00,0.00,4.94,0.00,0.00,0.00,382.00,1058.00,1440.00,1910.00,Keep,Check,2873212765_04/06/2016
2873212765,4/7/2016,9353,6.31,6.31,0.00,0.37,0.69,5.24,0.00,5.00,17.00,363.00,1055.00,1435.00,2035.00,Keep,Check,2873212765_04/07/2016
2873212765,4/8/2016,7157,4.81,4.81,0.00,0.00,0.00,4.81,0.00,0.00,0.00,380.00,1060.00,1440.00,1944.00,Keep,Check,2873212765_04/08/2016
2873212765,4/9/2016,14103,9.56,9.56,0.00,3.02,0.41,6.14,0.01,46.00,8.00,288.00,1098.00,1394.00,2257.00,Keep,Check,2873212765_04/09/2016
2873212765,4/10/2016,5290,3.55,3.55,0.00,0.04,0.34,3.17,0.00,1.00,8.00,251.00,1180.00,1439.00,1724.00,Keep,Check,2873212765_04/10/2016
2873212765,4/11/2016,7497,5.04,5.04,0.00,0.00,0.00,5.04,0.00,0.00,0.00,357.00,882.00,1239.00,1741.00,Keep,Check,2873212765_04/11/2016
2873212765,4/12/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440.00,1440.00,0.00,Keep,Check,2873212765_04/12/2016
2891001357,4/2/2016,4126,3.22,0.00,3.22,0.00,0.00,3.22,0.00,0.00,0.00,720.00,720.00,1440.00,2881.00,Keep,Check,2891001357_04/02/2016
2891001357,4/5/2016,2063,1.61,0.00,1.61,0.00,0.00,1.61,0.00,0.00,0.00,630.00,99.00,729.00,1144.00,Keep,OK,2891001357_04/05/2016
3372868164,4/1/2016,5785,3.95,3.95,0.00,0.00,0.00,3.91,0.04,0.00,0.00,311.00,1129.00,1440.00,1852.00,Keep,Check,3372868164_04/01/2016
3372868164,4/2/2016,7625,5.23,5.23,0.00,1.68,0.04,3.50,0.01,24.00,1.00,341.00,1074.00,1416.00,2069.00,Keep,Check,3372868164_04/02/2016
3372868164,4/3/2016,4706,3.21,3.21,0.00,0.00,0.00,3.21,0.00,0.00,0.00,299.00,1141.00,1440.00,1816.00,Keep,Check,3372868164_04/03/2016
